"d","surname","firstName","start","end","gruppo","label","componente"
"http://dati.camera.it/ocd/deputato.rdf/d307368_18","ARESTA","GIOVANNI LUCA","20180327","20220621","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-21.06.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307368_18","ARESTA","GIOVANNI LUCA","20220621","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3892","INSIEME PER IL FUTURO (21.06.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305704_18","ASCANI","ANNA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307302_18","ASCARI","STEFANIA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308521_18","AVOSSA","EVA","20210311","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (11.03.2021-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307530_18","AZZOLINA","LUCIA","20180327","20220623","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-23.06.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307530_18","AZZOLINA","LUCIA","20220624","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3892","INSIEME PER IL FUTURO (24.06.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307691_18","BADOLE","MIRCO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307134_18","BAGNASCO","ROBERTO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302089_18","BALDELLI","SIMONE","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308181_18","BALDINI","MARIA TERESA","20190628","20200806","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3052","FRATELLI D'ITALIA (28.06.2019-06.08.2020)",
"http://dati.camera.it/ocd/deputato.rdf/d308181_18","BALDINI","MARIA TERESA","20200806","20200818","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (06.08.2020-18.08.2020)",
"http://dati.camera.it/ocd/deputato.rdf/d308181_18","BALDINI","MARIA TERESA","20200818","20210527","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (18.08.2020-27.05.2021)",
"http://dati.camera.it/ocd/deputato.rdf/d308181_18","BALDINI","MARIA TERESA","20210527","20211223","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3591","CORAGGIO ITALIA (27.05.2021-23.12.2021)",
"http://dati.camera.it/ocd/deputato.rdf/d308181_18","BALDINI","MARIA TERESA","20211223","20220713","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3251","ITALIA VIVA (23.12.2021-13.07.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308181_18","BALDINI","MARIA TERESA","20220714","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (14.07.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307435_18","BALDINO","VITTORIA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307692_18","BARATTO","RAFFAELE","20180327","20210527","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-27.05.2021)",
"http://dati.camera.it/ocd/deputato.rdf/d307692_18","BARATTO","RAFFAELE","20210527","20220623","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3591","CORAGGIO ITALIA (27.05.2021-23.06.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307692_18","BARATTO","RAFFAELE","20220623","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (23.06.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307566_18","BARBUTO","ELISABETTA MARIA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d300497_18","BARELLI","PAOLO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307655_18","BARONI","ANNA LISA","20180327","20220725","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-25.07.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307655_18","BARONI","ANNA LISA","20220725","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (25.07.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305800_18","BARONI","MASSIMO ENRICO","20180327","20210219","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-19.02.2021)",
"http://dati.camera.it/ocd/deputato.rdf/d305800_18","BARONI","MASSIMO ENRICO","20210219","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (19.02.2021-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307404_18","BARTOLOZZI","GIUSI","20180327","20210727","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-27.07.2021)",
"http://dati.camera.it/ocd/deputato.rdf/d307404_18","BARTOLOZZI","GIUSI","20210727","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (27.07.2021-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308001_18","BARZOTTI","VALENTINA","20180911","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (11.09.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d200049_18","BASINI","GIUSEPPE","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305715_18","BATTELLI","SERGIO","20180327","20220621","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-21.06.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305715_18","BATTELLI","SERGIO","20220621","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3892","INSIEME PER IL FUTURO (21.06.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307456_18","BATTILOCCHIO","ALESSANDRO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305547_18","BAZOLI","ALFREDO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307696_18","BAZZARO","ALEX","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307429_18","BELLA","MARCO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307240_18","BELLACHIOMA","GIUSEPPE ERCOLE","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307426_18","BELLUCCI","MARIA TERESA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3052","FRATELLI D'ITALIA (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307605_18","BELOTTI","DANIELE","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302854_18","BENAMATI","GIANLUCA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307583_18","BENDINELLI","DAVIDE","20180327","20191220","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-20.12.2019)",
"http://dati.camera.it/ocd/deputato.rdf/d307583_18","BENDINELLI","DAVIDE","20191220","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3251","ITALIA VIVA (20.12.2019-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305604_18","BENEDETTI","SILVIA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307604_18","BENIGNI","STEFANO","20180327","20190909","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-09.09.2019)",
"http://dati.camera.it/ocd/deputato.rdf/d307604_18","BENIGNI","STEFANO","20190909","20220518","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (09.09.2019-18.05.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307604_18","BENIGNI","STEFANO","20220518","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (18.05.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307471_18","BENVENUTO","ALESSANDRO MANUEL","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307238_18","BERARDINI","FABIO","20180327","20201210","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-10.12.2020)",
"http://dati.camera.it/ocd/deputato.rdf/d307238_18","BERARDINI","FABIO","20201210","20210527","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (10.12.2020-27.05.2021)",
"http://dati.camera.it/ocd/deputato.rdf/d307238_18","BERARDINI","FABIO","20210527","20220623","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3591","CORAGGIO ITALIA (27.05.2021-23.06.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307238_18","BERARDINI","FABIO","20220623","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (23.06.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302867_18","BERGAMINI","DEBORAH","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305555_18","BERLINGHIERI","MARINA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d300026_18","BERSANI","PIER LUIGI","20180327","20180410","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (27.03.2018-10.04.2018)",
"http://dati.camera.it/ocd/deputato.rdf/d300026_18","BERSANI","PIER LUIGI","20180410","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3070","LIBERI E UGUALI (10.04.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307256_18","BERTI","FRANCESCO","20180327","20220713","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-13.07.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307256_18","BERTI","FRANCESCO","20220713","20221006","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3892","INSIEME PER IL FUTURO (13.07.2022-06.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307256_18","BERTI","FRANCESCO","20221006","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (06.10.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307599_18","BIANCHI","MATTEO LUIGI","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302124_18","BIANCOFIORE","MICHAELA","20180327","20210527","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-27.05.2021)",
"http://dati.camera.it/ocd/deputato.rdf/d302124_18","BIANCOFIORE","MICHAELA","20210527","20220623","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3591","CORAGGIO ITALIA (27.05.2021-23.06.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302124_18","BIANCOFIORE","MICHAELA","20220623","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (23.06.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307298_18","BIGNAMI","GALEAZZO","20180327","20190828","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-28.08.2019)",
"http://dati.camera.it/ocd/deputato.rdf/d307298_18","BIGNAMI","GALEAZZO","20190829","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3052","FRATELLI D'ITALIA (29.08.2019-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307151_18","BILLI","SIMONE","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307557_18","BILOTTI","ANNA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307712_18","BINELLI","DIEGO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307689_18","BISA","INGRID","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302824_18","BITONCI","MASSIMO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302892_18","BOCCIA","FRANCESCO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d300506_18","BOLDI","ROSSANA LIDIA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305757_18","BOLDRINI","LAURA","20180327","20180410","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (27.03.2018-10.04.2018)",
"http://dati.camera.it/ocd/deputato.rdf/d305757_18","BOLDRINI","LAURA","20180410","20190924","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3070","LIBERI E UGUALI (10.04.2018-24.09.2019)",
"http://dati.camera.it/ocd/deputato.rdf/d305757_18","BOLDRINI","LAURA","20190924","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (24.09.2019-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307607_18","BOLOGNA","FABIOLA","20180327","20200424","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-24.04.2020)",
"http://dati.camera.it/ocd/deputato.rdf/d307607_18","BOLOGNA","FABIOLA","20200424","20210527","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (24.04.2020-27.05.2021)",
"http://dati.camera.it/ocd/deputato.rdf/d307607_18","BOLOGNA","FABIOLA","20210527","20220623","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3591","CORAGGIO ITALIA (27.05.2021-23.06.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307607_18","BOLOGNA","FABIOLA","20220623","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (23.06.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d306087_18","BONAFEDE","ALFONSO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307702_18","BOND","DARIO","20180327","20220906","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-06.09.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307702_18","BOND","DARIO","20220906","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3052","FRATELLI D'ITALIA (06.09.2022-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307682_18","BONIARDI","FABIO MASSIMO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305563_18","BONOMO","FRANCESCA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d301561_18","BORDO","MICHELE","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307601_18","BORDONALI","SIMONA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d306249_18","BORGHESE","MARIO ALEJANDRO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3033","MISTO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307254_18","BORGHI","CLAUDIO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3055","LEGA - SALVINI PREMIER (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305999_18","BORGHI","ENRICO","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d306160_18","BOSCHI","MARIA ELENA","20180327","20190919","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-19.09.2019)",
"http://dati.camera.it/ocd/deputato.rdf/d306160_18","BOSCHI","MARIA ELENA","20190919","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3251","ITALIA VIVA (19.09.2019-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302754_18","BRAGA","CHIARA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3054","PARTITO DEMOCRATICO (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d302838_18","BRAMBILLA","MICHELA VITTORIA","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3053","FORZA ITALIA - BERLUSCONI PRESIDENTE (27.03.2018-12.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d305852_18","BRESCIA","GIUSEPPE","20180327","20221012","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr3051","MOVIMENTO 5 STELLE (27.03.2018-12.10.2022)",
