"d","surname","firstName","start","end","gruppo","label","componente"
"http://dati.camera.it/ocd/deputato.rdf/d307210_19","DI LAURO","CARMELA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4131","MOVIMENTO 5 STELLE (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308888_19","DI MAGGIO","GRAZIA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308808_19","DI MATTINA","SALVATORE MARCELLO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4132","LEGA - SALVINI PREMIER (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d309320_19","DI RUBBA","ALBERTO","20260326",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4132","LEGA - SALVINI PREMIER (26.03.2026)",
"http://dati.camera.it/ocd/deputato.rdf/d308783_19","DI SANZO","CHRISTIAN DIEGO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4136","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308935_19","DONDI","DANIELA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307348_19","DONNO","LEONARDO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4131","MOVIMENTO 5 STELLE (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307246_19","DONZELLI","GIOVANNI","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307634_19","DORI","DEVIS","20221018","20221027","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4111","MISTO (18.10.2022-27.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307634_19","DORI","DEVIS","20221027",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4154","ALLEANZA VERDI E SINISTRA (27.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308893_19","EVI","ELEONORA","20221018","20221027","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4111","MISTO (18.10.2022-27.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308893_19","EVI","ELEONORA","20221027","20240423","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4154","ALLEANZA VERDI E SINISTRA (27.10.2022-23.04.2024)",
"http://dati.camera.it/ocd/deputato.rdf/d308893_19","EVI","ELEONORA","20240423",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4136","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (23.04.2024)",
"http://dati.camera.it/ocd/deputato.rdf/d306005_19","FARAONE","DAVIDE","20221018","20231120","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4135","AZIONE - ITALIA VIVA - RENEW EUROPE (18.10.2022-20.11.2023)",
"http://dati.camera.it/ocd/deputato.rdf/d306005_19","FARAONE","DAVIDE","20231120",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4211","ITALIA VIVA-IL CENTRO-RENEW EUROPE (20.11.2023)",
"http://dati.camera.it/ocd/deputato.rdf/d307185_19","FASCINA","MARTA ANTONIA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4134","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d36500_19","FASSINO","PIERO FRANCO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4136","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307803_19","FEDE","GIORGIO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4131","MOVIMENTO 5 STELLE (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307804_19","FENU","EMILIANO","20221018","20250722","http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4131","MOVIMENTO 5 STELLE (18.10.2022-22.07.2025)",
"http://dati.camera.it/ocd/deputato.rdf/d308876_19","FERRANTE","TULLIO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4134","FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d309140_19","FERRARA","ANTONIO","20240410",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4131","MOVIMENTO 5 STELLE (10.04.2024)",
"http://dati.camera.it/ocd/deputato.rdf/d308834_19","FERRARI","SARA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4136","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d307567_19","FERRO","WANDA","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d308799_19","FILINI","FRANCESCO","20221018",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4133","FRATELLI D'ITALIA (18.10.2022)",
"http://dati.camera.it/ocd/deputato.rdf/d306395_19","FILIPPIN","ROSANNA","20241220",,"http://dati.camera.it/ocd/gruppoParlamentare.rdf/gr4136","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (20.12.2024)",
