"s","lastName","firstName","leg","inizio","fine","carica","gruppo","gruppoLabel"
"http://dati.senato.it/senatore/32691","Pirro","Elisa",19,2022-10-18,2026-02-25,"Tesoriere","http://dati.senato.it/gruppo/71",
"http://dati.senato.it/senatore/32691","Pirro","Elisa",19,2026-02-26,,"Membro","http://dati.senato.it/gruppo/71",
"http://dati.senato.it/senatore/36441","Pogliese","Salvo",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/33022","Potenti","Manfredi",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/33",
"http://dati.senato.it/senatore/32697","Pucciarelli","Stefania",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/33",
"http://dati.senato.it/senatore/36418","Rando","Vincenza",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/36419","Rapani","Ernesto",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36442","Rastrelli","Sergio",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/32699","Rauti","Isabella",19,2022-10-18,2022-11-08,"Vicepresidente Vicario","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/32699","Rauti","Isabella",19,2022-11-09,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/30742","Renzi","Matteo",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/91",
"http://dati.senato.it/senatore/32703","Rojc","Tatjana",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/32706","Romeo","Massimiliano",19,2022-10-18,,"Presidente","http://dati.senato.it/gruppo/33",
"http://dati.senato.it/senatore/32707","Ronzulli","Licia",19,2022-10-18,2023-11-21,"Presidente","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/32707","Ronzulli","Licia",19,2023-11-21,,"Membro","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/36420","Rosa","Gianni",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/32779","Rosso","Roberto",19,2022-10-18,2023-12-12,"Membro","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/32779","Rosso","Roberto",19,2023-12-13,2026-03-30,"Vicepresidente","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/32779","Rosso","Roberto",19,2026-03-31,,"Vicepresidente Vicario","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/25411","Rossomando","Anna",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/30510","Rubbia","Carlo",19,2022-11-09,,"Membro","http://dati.senato.it/gruppo/69",
"http://dati.senato.it/senatore/36421","Russo","Raoul",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36422","Sallemi","Salvatore",19,2022-10-18,2022-11-08,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36422","Sallemi","Salvatore",19,2022-11-09,,"Vicepresidente","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/25407","Salvini","Matteo",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/33",
"http://dati.senato.it/senatore/36443","Salvitti","Giorgio",19,2022-10-18,,"Vicepresidente","http://dati.senato.it/gruppo/92",
"http://dati.senato.it/senatore/36444","Satta","Giovanni",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/25402","Sbrollini","Daniela",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/91",
"http://dati.senato.it/senatore/29573","Scalfarotto","Ivan",19,2022-10-18,2022-10-18,"Membro","http://dati.senato.it/gruppo/91",
"http://dati.senato.it/senatore/29573","Scalfarotto","Ivan",19,2022-10-19,,"Tesoriere","http://dati.senato.it/gruppo/91",
"http://dati.senato.it/senatore/36423","Scarpinato","Roberto Maria Ferdinando",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/71",
"http://dati.senato.it/senatore/33863","Scurria","Marco",19,2022-10-18,2024-05-07,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/33863","Scurria","Marco",19,2024-05-08,,"Vicepresidente","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/32435","Segre","Liliana",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/9",
"http://dati.senato.it/senatore/27622","Sensi","Filippo",19,2023-03-21,,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/36424","Sigismondi","Etelwardo",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36445","Silvestro","Francesco",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/33137","Silvestroni","Marco",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36425","Sironi","Elena",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/71",
"http://dati.senato.it/senatore/36446","Sisler","Sandro",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/22263","Sisto","Francesco Paolo",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/36426","Spagnolli","Luigi",19,2022-10-18,,"Vicepresidente Vicario","http://dati.senato.it/gruppo/69",
"http://dati.senato.it/senatore/36427","Spelgatti","Nicoletta",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/33",
"http://dati.senato.it/senatore/36428","Speranzon","Raffaele",19,2022-10-18,2022-11-08,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36428","Speranzon","Raffaele",19,2022-11-09,,"Vicepresidente Vicario","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36447","Spinelli","Domenica",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/29185","Stefani","Erika",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/33",
"http://dati.senato.it/senatore/37739","Tajani","Cristina",19,2023-05-31,,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/37415","Ternullo","Daniela",19,2023-01-18,2026-03-30,"Membro","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/37415","Ternullo","Daniela",19,2026-03-31,,"Vicepresidente","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/28550","Terzi Di Sant'Agata","Giuliomaria",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/32721","Testor","Elena",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/33",
"http://dati.senato.it/senatore/30915","Tosato","Paolo",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/33",
"http://dati.senato.it/senatore/36448","Trevisi","Antonio Salvatore",19,2022-10-18,2024-08-06,"Membro","http://dati.senato.it/gruppo/71",
"http://dati.senato.it/senatore/36448","Trevisi","Antonio Salvatore",19,2024-08-07,,"Membro","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/36449","Tubetti","Francesca",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/32726","Turco","Mario",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/71",
"http://dati.senato.it/senatore/32727","Unterberger","Julia",19,2022-10-18,,"Presidente","http://dati.senato.it/gruppo/69",
"http://dati.senato.it/senatore/2444","Urso","Adolfo",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/29604","Valente","Valeria",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/28924","Verducci","Francesco",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/25377","Verini","Walter",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/33027","Versace","Giusy",19,2022-10-18,2023-11-08,"Membro","http://dati.senato.it/gruppo/91",
"http://dati.senato.it/senatore/33027","Versace","Giusy",19,2023-11-09,2024-11-26,"Membro","http://dati.senato.it/gruppo/9",
"http://dati.senato.it/senatore/33027","Versace","Giusy",19,2024-11-27,,"Membro","http://dati.senato.it/gruppo/92",
"http://dati.senato.it/senatore/32732","Zaffini","Francesco",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36429","Zambito","Ylenia",19,2022-10-18,2023-06-05,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/36429","Zambito","Ylenia",19,2023-06-06,,"Tesoriere","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/24016","Zampa","Sandra",19,2022-10-18,2022-10-24,"Membro","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/24016","Zampa","Sandra",19,2022-10-25,,"Segretario","http://dati.senato.it/gruppo/49",
"http://dati.senato.it/senatore/17811","Zanettin","Pierantonio",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/33038","Zangrillo","Paolo",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/56",
"http://dati.senato.it/senatore/36430","Zedda","Antonella",19,2022-10-18,2022-11-08,"Membro","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36430","Zedda","Antonella",19,2022-11-09,,"Vicepresidente","http://dati.senato.it/gruppo/85",
"http://dati.senato.it/senatore/36450","Zullo","Ignazio",19,2022-10-18,,"Membro","http://dati.senato.it/gruppo/85",
