"m","d","surname","firstName","start","end","tipoElezione","coverage","lista","procl"
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308937_20220930","http://dati.camera.it/ocd/deputato.rdf/d308937_19","BUONGUERRIERI","ALICE","20220930",,"maggioritario","EMILIA-ROMAGNA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307162_20220930","http://dati.camera.it/ocd/deputato.rdf/d307162_19","CAIATA","SALVATORE","20220930",,"maggioritario","BASILICATA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307162_20220930","http://dati.camera.it/ocd/deputato.rdf/d307162_19","CAIATA","SALVATORE","20220930",,"maggioritario","BASILICATA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308766_20220930","http://dati.camera.it/ocd/deputato.rdf/d308766_19","CALDERONE","TOMMASO ANTONINO","20220930",,"maggioritario","SICILIA 2 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308766_20220930","http://dati.camera.it/ocd/deputato.rdf/d308766_19","CALDERONE","TOMMASO ANTONINO","20220930",,"maggioritario","SICILIA 2 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308765_20220930","http://dati.camera.it/ocd/deputato.rdf/d308765_19","CANNATA","GIOVANNI LUCA","20220930",,"maggioritario","SICILIA 2 - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308765_20220930","http://dati.camera.it/ocd/deputato.rdf/d308765_19","CANNATA","GIOVANNI LUCA","20220930",,"maggioritario","SICILIA 2 - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307420_20220930","http://dati.camera.it/ocd/deputato.rdf/d307420_19","CAPARVI","VIRGINIO","20220930",,"maggioritario","UMBRIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307420_20220930","http://dati.camera.it/ocd/deputato.rdf/d307420_19","CAPARVI","VIRGINIO","20220930",,"maggioritario","UMBRIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307215_20220930","http://dati.camera.it/ocd/deputato.rdf/d307215_19","CAPPELLACCI","UGO","20220930",,"maggioritario","SARDEGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307215_20220930","http://dati.camera.it/ocd/deputato.rdf/d307215_19","CAPPELLACCI","UGO","20220930",,"maggioritario","SARDEGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308763_20220930","http://dati.camera.it/ocd/deputato.rdf/d308763_19","CARLONI","MIRCO","20220930",,"maggioritario","MARCHE - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308763_20220930","http://dati.camera.it/ocd/deputato.rdf/d308763_19","CARLONI","MIRCO","20220930",,"maggioritario","MARCHE - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307285_20220930","http://dati.camera.it/ocd/deputato.rdf/d307285_19","CAVANDOLI","LAURA","20220930",,"maggioritario","EMILIA-ROMAGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307285_20220930","http://dati.camera.it/ocd/deputato.rdf/d307285_19","CAVANDOLI","LAURA","20220930",,"maggioritario","EMILIA-ROMAGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308785_20220930","http://dati.camera.it/ocd/deputato.rdf/d308785_19","CAVO","ILARIA","20220930",,"maggioritario","LIGURIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308785_20220930","http://dati.camera.it/ocd/deputato.rdf/d308785_19","CAVO","ILARIA","20220930",,"maggioritario","LIGURIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_301439_20220930","http://dati.camera.it/ocd/deputato.rdf/d301439_19","CESA","LORENZO","20220930",,"maggioritario","MOLISE - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_301439_20220930","http://dati.camera.it/ocd/deputato.rdf/d301439_19","CESA","LORENZO","20220930",,"maggioritario","MOLISE - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307511_20220930","http://dati.camera.it/ocd/deputato.rdf/d307511_19","CIABURRO","MONICA","20220930",,"maggioritario","PIEMONTE 2 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308764_20220930","http://dati.camera.it/ocd/deputato.rdf/d308764_19","CIANCITTO","FRANCESCO MARIA SALVATORE","20220930",,"maggioritario","SICILIA 2 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308764_20220930","http://dati.camera.it/ocd/deputato.rdf/d308764_19","CIANCITTO","FRANCESCO MARIA SALVATORE","20220930",,"maggioritario","SICILIA 2 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307603_20220930","http://dati.camera.it/ocd/deputato.rdf/d307603_19","COLUCCI","ALESSANDRO","20220930",,"maggioritario","PUGLIA - P04",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307603_20220930","http://dati.camera.it/ocd/deputato.rdf/d307603_19","COLUCCI","ALESSANDRO","20220930",,"maggioritario","PUGLIA - P04",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308833_20220930","http://dati.camera.it/ocd/deputato.rdf/d308833_19","CONGEDO","SAVERIO","20220930",,"maggioritario","PUGLIA - P04",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308833_20220930","http://dati.camera.it/ocd/deputato.rdf/d308833_19","CONGEDO","SAVERIO","20220930",,"maggioritario","PUGLIA - P04",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308796_20220930","http://dati.camera.it/ocd/deputato.rdf/d308796_19","COPPO","MARCELLO","20220930",,"maggioritario","PIEMONTE 2 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308796_20220930","http://dati.camera.it/ocd/deputato.rdf/d308796_19","COPPO","MARCELLO","20220930",,"maggioritario","PIEMONTE 2 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307312_20220930","http://dati.camera.it/ocd/deputato.rdf/d307312_19","D'ATTIS","MAURO","20220930",,"maggioritario","PUGLIA - P04",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307312_20220930","http://dati.camera.it/ocd/deputato.rdf/d307312_19","D'ATTIS","MAURO","20220930",,"maggioritario","PUGLIA - P04",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308829_20220930","http://dati.camera.it/ocd/deputato.rdf/d308829_19","DALLA CHIESA","RITA","20220930",,"maggioritario","PUGLIA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308829_20220930","http://dati.camera.it/ocd/deputato.rdf/d308829_19","DALLA CHIESA","RITA","20220930",,"maggioritario","PUGLIA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_305698_20220930","http://dati.camera.it/ocd/deputato.rdf/d305698_19","DE MARIA","ANDREA","20220930",,"maggioritario","EMILIA-ROMAGNA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_305698_20220930","http://dati.camera.it/ocd/deputato.rdf/d305698_19","DE MARIA","ANDREA","20220930",,"maggioritario","EMILIA-ROMAGNA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307479_20220930","http://dati.camera.it/ocd/deputato.rdf/d307479_19","DELMASTRO DELLE VEDOVE","ANDREA","20220930",,"maggioritario","PIEMONTE 2 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307479_20220930","http://dati.camera.it/ocd/deputato.rdf/d307479_19","DELMASTRO DELLE VEDOVE","ANDREA","20220930",,"maggioritario","PIEMONTE 2 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308935_20220930","http://dati.camera.it/ocd/deputato.rdf/d308935_19","DONDI","DANIELA","20220930",,"maggioritario","EMILIA-ROMAGNA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308935_20220930","http://dati.camera.it/ocd/deputato.rdf/d308935_19","DONDI","DANIELA","20220930",,"maggioritario","EMILIA-ROMAGNA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307185_20220930","http://dati.camera.it/ocd/deputato.rdf/d307185_19","FASCINA","MARTA ANTONIA","20220930",,"maggioritario","SICILIA 1 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307185_20220930","http://dati.camera.it/ocd/deputato.rdf/d307185_19","FASCINA","MARTA ANTONIA","20220930",,"maggioritario","SICILIA 1 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308881_20220930","http://dati.camera.it/ocd/deputato.rdf/d308881_19","FOSSI","EMILIANO","20220930",,"maggioritario","TOSCANA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308881_20220930","http://dati.camera.it/ocd/deputato.rdf/d308881_19","FOSSI","EMILIANO","20220930",,"maggioritario","TOSCANA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_50204_20220930","http://dati.camera.it/ocd/deputato.rdf/d50204_19","FOTI","TOMMASO","20220930",,"maggioritario","EMILIA-ROMAGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_50204_20220930","http://dati.camera.it/ocd/deputato.rdf/d50204_19","FOTI","TOMMASO","20220930",,"maggioritario","EMILIA-ROMAGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308767_20220930","http://dati.camera.it/ocd/deputato.rdf/d308767_19","GALLO","FRANCESCO","20220930",,"maggioritario","SICILIA 2 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308767_20220930","http://dati.camera.it/ocd/deputato.rdf/d308767_19","GALLO","FRANCESCO","20220930",,"maggioritario","SICILIA 2 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308827_20220930","http://dati.camera.it/ocd/deputato.rdf/d308827_19","GATTA","GIACOMO DIEGO","20220930",,"maggioritario","PUGLIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308827_20220930","http://dati.camera.it/ocd/deputato.rdf/d308827_19","GATTA","GIACOMO DIEGO","20220930",,"maggioritario","PUGLIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307138_20220930","http://dati.camera.it/ocd/deputato.rdf/d307138_19","GAVA","VANNIA","20220930",,"maggioritario","FRIULI-VENEZIA GIULIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307138_20220930","http://dati.camera.it/ocd/deputato.rdf/d307138_19","GAVA","VANNIA","20220930",,"maggioritario","FRIULI-VENEZIA GIULIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308770_20220930","http://dati.camera.it/ocd/deputato.rdf/d308770_19","GIAGONI","DARIO","20220930",,"maggioritario","SARDEGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308770_20220930","http://dati.camera.it/ocd/deputato.rdf/d308770_19","GIAGONI","DARIO","20220930",,"maggioritario","SARDEGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308880_20220930","http://dati.camera.it/ocd/deputato.rdf/d308880_19","GIANASSI","FEDERICO","20220930",,"maggioritario","TOSCANA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308880_20220930","http://dati.camera.it/ocd/deputato.rdf/d308880_19","GIANASSI","FEDERICO","20220930",,"maggioritario","TOSCANA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307502_20220930","http://dati.camera.it/ocd/deputato.rdf/d307502_19","GIGLIO VIGNA","ALESSANDRO","20220930",,"maggioritario","PIEMONTE 1 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307502_20220930","http://dati.camera.it/ocd/deputato.rdf/d307502_19","GIGLIO VIGNA","ALESSANDRO","20220930",,"maggioritario","PIEMONTE 1 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307475_20220930","http://dati.camera.it/ocd/deputato.rdf/d307475_19","GUSMEROLI","ALBERTO LUIGI","20220930",,"maggioritario","PIEMONTE 2 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307475_20220930","http://dati.camera.it/ocd/deputato.rdf/d307475_19","GUSMEROLI","ALBERTO LUIGI","20220930",,"maggioritario","PIEMONTE 2 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308831_20220930","http://dati.camera.it/ocd/deputato.rdf/d308831_19","IAIA","DARIO","20220930",,"maggioritario","PUGLIA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308831_20220930","http://dati.camera.it/ocd/deputato.rdf/d308831_19","IAIA","DARIO","20220930",,"maggioritario","PUGLIA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308768_20220930","http://dati.camera.it/ocd/deputato.rdf/d308768_19","LAMPIS","GIANNI","20220930",,"maggioritario","SARDEGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308768_20220930","http://dati.camera.it/ocd/deputato.rdf/d308768_19","LAMPIS","GIANNI","20220930",,"maggioritario","SARDEGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307173_20220930","http://dati.camera.it/ocd/deputato.rdf/d307173_19","LATINI","GIORGIA","20220930",,"maggioritario","MARCHE - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307173_20220930","http://dati.camera.it/ocd/deputato.rdf/d307173_19","LATINI","GIORGIA","20220930",,"maggioritario","MARCHE - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_302980_20220930","http://dati.camera.it/ocd/deputato.rdf/d302980_19","MACCANTI","ELENA","20220930",,"maggioritario","PIEMONTE 1 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_302980_20220930","http://dati.camera.it/ocd/deputato.rdf/d302980_19","MACCANTI","ELENA","20220930",,"maggioritario","PIEMONTE 1 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307436_20220930","http://dati.camera.it/ocd/deputato.rdf/d307436_19","MAGI","RICCARDO","20220930",,"maggioritario","PIEMONTE 1 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307436_20220930","http://dati.camera.it/ocd/deputato.rdf/d307436_19","MAGI","RICCARDO","20220930",,"maggioritario","PIEMONTE 1 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308938_20220930","http://dati.camera.it/ocd/deputato.rdf/d308938_19","MALAGUTI","MAURO","20220930",,"maggioritario","EMILIA-ROMAGNA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308938_20220930","http://dati.camera.it/ocd/deputato.rdf/d308938_19","MALAGUTI","MAURO","20220930",,"maggioritario","EMILIA-ROMAGNA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308934_20220930","http://dati.camera.it/ocd/deputato.rdf/d308934_19","MALAVASI","ILENIA","20220930",,"maggioritario","EMILIA-ROMAGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308934_20220930","http://dati.camera.it/ocd/deputato.rdf/d308934_19","MALAVASI","ILENIA","20220930",,"maggioritario","EMILIA-ROMAGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308760_20220930","http://dati.camera.it/ocd/deputato.rdf/d308760_19","MANES","FRANCO","20220930",,"maggioritario","VALLE D'AOSTA",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308760_20220930","http://dati.camera.it/ocd/deputato.rdf/d308760_19","MANES","FRANCO","20220930",,"maggioritario","VALLE D'AOSTA",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308828_20220930","http://dati.camera.it/ocd/deputato.rdf/d308828_19","MATERA","MARIANGELA","20220930",,"maggioritario","PUGLIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308828_20220930","http://dati.camera.it/ocd/deputato.rdf/d308828_19","MATERA","MARIANGELA","20220930",,"maggioritario","PUGLIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307248_20220930","http://dati.camera.it/ocd/deputato.rdf/d307248_19","MAZZETTI","ERICA","20220930",,"maggioritario","TOSCANA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307248_20220930","http://dati.camera.it/ocd/deputato.rdf/d307248_19","MAZZETTI","ERICA","20220930",,"maggioritario","TOSCANA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_302103_20220930","http://dati.camera.it/ocd/deputato.rdf/d302103_19","MELONI","GIORGIA","20220930",,"maggioritario","ABRUZZO - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_302103_20220930","http://dati.camera.it/ocd/deputato.rdf/d302103_19","MELONI","GIORGIA","20220930",,"maggioritario","ABRUZZO - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308936_20220930","http://dati.camera.it/ocd/deputato.rdf/d308936_19","MEROLA","VIRGINIO","20220930",,"maggioritario","EMILIA-ROMAGNA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308936_20220930","http://dati.camera.it/ocd/deputato.rdf/d308936_19","MEROLA","VIRGINIO","20220930",,"maggioritario","EMILIA-ROMAGNA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_302913_20220930","http://dati.camera.it/ocd/deputato.rdf/d302913_19","MINARDO","ANTONINO","20220930",,"maggioritario","SICILIA 2 - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_302913_20220930","http://dati.camera.it/ocd/deputato.rdf/d302913_19","MINARDO","ANTONINO","20220930",,"maggioritario","SICILIA 2 - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307507_20220930","http://dati.camera.it/ocd/deputato.rdf/d307507_19","MOLINARI","RICCARDO","20220930",,"maggioritario","PIEMONTE 2 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307507_20220930","http://dati.camera.it/ocd/deputato.rdf/d307507_19","MOLINARI","RICCARDO","20220930",,"maggioritario","PIEMONTE 2 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307464_20220930","http://dati.camera.it/ocd/deputato.rdf/d307464_19","MONTARULI","AUGUSTA","20220930",,"maggioritario","PIEMONTE 1 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307464_20220930","http://dati.camera.it/ocd/deputato.rdf/d307464_19","MONTARULI","AUGUSTA","20220930",,"maggioritario","PIEMONTE 1 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308878_20220930","http://dati.camera.it/ocd/deputato.rdf/d308878_19","MONTEMAGNI","ELISA","20220930",,"maggioritario","TOSCANA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308878_20220930","http://dati.camera.it/ocd/deputato.rdf/d308878_19","MONTEMAGNI","ELISA","20220930",,"maggioritario","TOSCANA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307300_20220930","http://dati.camera.it/ocd/deputato.rdf/d307300_19","MORRONE","JACOPO","20220930",,"maggioritario","EMILIA-ROMAGNA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307300_20220930","http://dati.camera.it/ocd/deputato.rdf/d307300_19","MORRONE","JACOPO","20220930",,"maggioritario","EMILIA-ROMAGNA - P03",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307454_20220930","http://dati.camera.it/ocd/deputato.rdf/d307454_19","NEVI","RAFFAELE","20220930",,"maggioritario","UMBRIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307454_20220930","http://dati.camera.it/ocd/deputato.rdf/d307454_19","NEVI","RAFFAELE","20220930",,"maggioritario","UMBRIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307851_20220930","http://dati.camera.it/ocd/deputato.rdf/d307851_19","NISINI","TIZIANA","20220930",,"maggioritario","TOSCANA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307851_20220930","http://dati.camera.it/ocd/deputato.rdf/d307851_19","NISINI","TIZIANA","20220930",,"maggioritario","TOSCANA - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307376_20220930","http://dati.camera.it/ocd/deputato.rdf/d307376_19","PANIZZUT","MASSIMILIANO","20220930",,"maggioritario","FRIULI-VENEZIA GIULIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307376_20220930","http://dati.camera.it/ocd/deputato.rdf/d307376_19","PANIZZUT","MASSIMILIANO","20220930",,"maggioritario","FRIULI-VENEZIA GIULIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_305733_20220930","http://dati.camera.it/ocd/deputato.rdf/d305733_19","PASTORINO","LUCA","20220930",,"maggioritario","LIGURIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_305733_20220930","http://dati.camera.it/ocd/deputato.rdf/d305733_19","PASTORINO","LUCA","20220930",,"maggioritario","LIGURIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307496_20220930","http://dati.camera.it/ocd/deputato.rdf/d307496_19","PELLA","ROBERTO","20220930",,"maggioritario","PIEMONTE 1 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307496_20220930","http://dati.camera.it/ocd/deputato.rdf/d307496_19","PELLA","ROBERTO","20220930",,"maggioritario","PIEMONTE 1 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307863_20220930","http://dati.camera.it/ocd/deputato.rdf/d307863_19","PELLEGRINI","MARCO","20220930",,"maggioritario","PUGLIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_307863_20220930","http://dati.camera.it/ocd/deputato.rdf/d307863_19","PELLEGRINI","MARCO","20220930",,"maggioritario","PUGLIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308761_20220930","http://dati.camera.it/ocd/deputato.rdf/d308761_19","PISANO","CALOGERO","20220930",,"maggioritario","SICILIA 1 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308761_20220930","http://dati.camera.it/ocd/deputato.rdf/d308761_19","PISANO","CALOGERO","20220930",,"maggioritario","SICILIA 1 - P02",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308769_20220930","http://dati.camera.it/ocd/deputato.rdf/d308769_19","POLO","BARBARA","20220930",,"maggioritario","SARDEGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_308769_20220930","http://dati.camera.it/ocd/deputato.rdf/d308769_19","POLO","BARBARA","20220930",,"maggioritario","SARDEGNA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_304521_20220930","http://dati.camera.it/ocd/deputato.rdf/d304521_19","RIXI","EDOARDO","20220930",,"maggioritario","LIGURIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_304521_20220930","http://dati.camera.it/ocd/deputato.rdf/d304521_19","RIXI","EDOARDO","20220930",,"maggioritario","LIGURIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_305688_20220930","http://dati.camera.it/ocd/deputato.rdf/d305688_19","RIZZETTO","WALTER","20220930",,"maggioritario","FRIULI-VENEZIA GIULIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_305688_20220930","http://dati.camera.it/ocd/deputato.rdf/d305688_19","RIZZETTO","WALTER","20220930",,"maggioritario","FRIULI-VENEZIA GIULIA - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_300369_20220930","http://dati.camera.it/ocd/deputato.rdf/d300369_19","ROMANO","FRANCESCO SAVERIO","20220930",,"maggioritario","SICILIA 1 - P01",,
"http://dati.camera.it/ocd/mandatoCamera.rdf/mc19_300369_20220930","http://dati.camera.it/ocd/deputato.rdf/d300369_19","ROMANO","FRANCESCO SAVERIO","20220930",,"maggioritario","SICILIA 1 - P01",,
