"s","lastName","firstName","m","leg","inizio","fine","tipoMandato","tipoElezione","regione","collegio","tipoFine"
"http://dati.senato.it/senatore/36397","Farolfi","Marta","http://dati.senato.it/mandato/S_19_36397_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Emilia-Romagna","EMILIA-ROMAGNA - U05 (RIMINI)",
"http://dati.senato.it/senatore/32628","Fazzolari","Giovanbattista","http://dati.senato.it/mandato/S_19_32628_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Puglia",,
"http://dati.senato.it/senatore/4192","Fazzone","Claudio","http://dati.senato.it/mandato/S_19_4192_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Lazio","LAZIO - U06 (LATINA)",
"http://dati.senato.it/senatore/30294","Fina","Michele","http://dati.senato.it/mandato/S_19_30294_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Abruzzo",,
"http://dati.senato.it/senatore/36399","Floridia","Aurora","http://dati.senato.it/mandato/S_19_36399_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Veneto",,
"http://dati.senato.it/senatore/32634","Floridia","Barbara","http://dati.senato.it/mandato/S_19_32634_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sicilia",,
"http://dati.senato.it/senatore/36400","Franceschelli","Silvio","http://dati.senato.it/mandato/S_19_36400_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Toscana",,
"http://dati.senato.it/senatore/5799","Franceschini","Dario","http://dati.senato.it/mandato/S_19_5799_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Campania",,
"http://dati.senato.it/senatore/29406","Fregolent","Silvia","http://dati.senato.it/mandato/S_19_29406_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Emilia-Romagna",,
"http://dati.senato.it/senatore/31725","Furlan","Annamaria","http://dati.senato.it/mandato/S_19_31725_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sicilia",,
"http://dati.senato.it/senatore/22963","Garavaglia","Massimo","http://dati.senato.it/mandato/S_19_22963_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Piemonte",,
"http://dati.senato.it/senatore/18121","Garnero Santanche'","Daniela","http://dati.senato.it/mandato/S_19_18121_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Lombardia","LOMBARDIA - U11 (CREMONA)",
"http://dati.senato.it/senatore/1103","Gasparri","Maurizio","http://dati.senato.it/mandato/S_19_1103_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lazio",,
"http://dati.senato.it/senatore/36433","Gelmetti","Matteo","http://dati.senato.it/mandato/S_19_36433_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Veneto",,
"http://dati.senato.it/senatore/22966","Gelmini","Mariastella","http://dati.senato.it/mandato/S_19_22966_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Toscana",,
"http://dati.senato.it/senatore/1116","Germana'","Antonino","http://dati.senato.it/mandato/S_19_1116_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sicilia",,
"http://dati.senato.it/senatore/29105","Giacobbe","Francesco","http://dati.senato.it/mandato/S_19_29105_1",19,2022-10-13,,"elettivo","circoscrizioni estere","AFRICA ASIA OCEANIA ANTARTIDE",,
"http://dati.senato.it/senatore/29425","Giorgis","Andrea","http://dati.senato.it/mandato/S_19_29425_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Piemonte","PIEMONTE - U01 (TORINO: CIRCOSCRIZIONE 2 - SANTA RITA - MIRAFIORI NORD - MIRAFIORI SUD)",
"http://dati.senato.it/senatore/1227","Guidi","Antonio","http://dati.senato.it/mandato/S_19_1227_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Umbria",,
"http://dati.senato.it/senatore/32644","Guidolin","Barbara","http://dati.senato.it/mandato/S_19_32644_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Veneto",,
"http://dati.senato.it/senatore/32645","Iannone","Antonio","http://dati.senato.it/mandato/S_19_32645_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Campania","CAMPANIA - U03 (SALERNO)",
"http://dati.senato.it/senatore/36401","Irto","Nicola","http://dati.senato.it/mandato/S_19_36401_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Calabria",,
"http://dati.senato.it/senatore/29447","La Marca","Francesca","http://dati.senato.it/mandato/S_19_29447_1",19,2022-10-13,,"elettivo","circoscrizioni estere","AMERICA SETTENTRIONALE E CENTRALE",,
"http://dati.senato.it/senatore/32650","La Pietra","Patrizio Giacomo","http://dati.senato.it/mandato/S_19_32650_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Toscana","TOSCANA - U03 (PRATO)",
"http://dati.senato.it/senatore/1275","La Russa","Ignazio","http://dati.senato.it/mandato/S_19_1275_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Lombardia","LOMBARDIA - U05 (COLOGNO MONZESE)",
"http://dati.senato.it/senatore/36402","Leonardi","Elena","http://dati.senato.it/mandato/S_19_36402_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Marche","MARCHE - U01 (ASCOLI PICENO)",
"http://dati.senato.it/senatore/32653","Licheri","Ettore Antonio","http://dati.senato.it/mandato/S_19_32653_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Toscana",,
"http://dati.senato.it/senatore/36434","Licheri","Sabrina","http://dati.senato.it/mandato/S_19_36434_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sardegna",,
"http://dati.senato.it/senatore/36403","Liris","Guido Quintino","http://dati.senato.it/mandato/S_19_36403_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Abruzzo","ABRUZZO - U01 (PESCARA)",
"http://dati.senato.it/senatore/36435","Lisei","Marco","http://dati.senato.it/mandato/S_19_36435_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Emilia-Romagna",,
"http://dati.senato.it/senatore/36436","Lombardo","Marco","http://dati.senato.it/mandato/S_19_36436_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/36404","Lopreiato","Ada","http://dati.senato.it/mandato/S_19_36404_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Campania","CAMPANIA - U04 (NAPOLI: QUARTIERE 19 - FUORIGROTTA)",
"http://dati.senato.it/senatore/32655","Lorefice","Pietro","http://dati.senato.it/mandato/S_19_32655_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sicilia",,
"http://dati.senato.it/senatore/25474","Lorenzin","Beatrice","http://dati.senato.it/mandato/S_19_25474_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Veneto",,
"http://dati.senato.it/senatore/18055","Losacco","Alberto","http://dati.senato.it/mandato/S_19_18055_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Marche",,
"http://dati.senato.it/senatore/36405","Lotito","Claudio","http://dati.senato.it/mandato/S_19_36405_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Molise","MOLISE - U01 (CAMPOBASSO)",
"http://dati.senato.it/senatore/33946","Maffoni","Gianpietro","http://dati.senato.it/mandato/S_19_33946_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/36437","Magni","Tino","http://dati.senato.it/mandato/S_19_36437_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/32658","Maiorino","Alessandra","http://dati.senato.it/mandato/S_19_32658_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lazio",,
"http://dati.senato.it/senatore/1407","Malan","Lucio","http://dati.senato.it/mandato/S_19_1407_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Piemonte",,
"http://dati.senato.it/senatore/29467","Malpezzi","Simona Flavia","http://dati.senato.it/mandato/S_19_29467_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/32660","Manca","Daniele","http://dati.senato.it/mandato/S_19_32660_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Emilia-Romagna",,
"http://dati.senato.it/senatore/36438","Mancini","Paola","http://dati.senato.it/mandato/S_19_36438_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/36439","Marcheschi","Paolo","http://dati.senato.it/mandato/S_19_36439_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Toscana",,
"http://dati.senato.it/senatore/17924","Martella","Andrea","http://dati.senato.it/mandato/S_19_17924_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Veneto",,
"http://dati.senato.it/senatore/29480","Marti","Roberto","http://dati.senato.it/mandato/S_19_29480_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Puglia","PUGLIA - U05 (LECCE)",
"http://dati.senato.it/senatore/29132","Marton","Bruno","http://dati.senato.it/mandato/S_19_29132_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/36440","Matera","Domenico","http://dati.senato.it/mandato/S_19_36440_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Campania",,
"http://dati.senato.it/senatore/36406","Mazzella","Orfeo","http://dati.senato.it/mandato/S_19_36406_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Campania","CAMPANIA - U06 (TORRE DEL GRECO)",
"http://dati.senato.it/senatore/36407","Melchiorre","Filippo","http://dati.senato.it/mandato/S_19_36407_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Puglia","PUGLIA - U03 (BARI)",
"http://dati.senato.it/senatore/29490","Meloni","Marco","http://dati.senato.it/mandato/S_19_29490_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sardegna",,
"http://dati.senato.it/senatore/1558","Menia","Roberto","http://dati.senato.it/mandato/S_19_1558_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Liguria",,
"http://dati.senato.it/senatore/34558","Mennuni","Lavinia","http://dati.senato.it/mandato/S_19_34558_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Lazio","LAZIO - U02 (ROMA: MUNICIPIO XIV)",
"http://dati.senato.it/senatore/1579","Micciche'","Gianfranco","http://dati.senato.it/mandato/S_19_1579_1",19,2022-10-13,2023-01-18,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sicilia",,"Dimissioni per incompatibilità"
"http://dati.senato.it/senatore/36408","Mieli","Ester","http://dati.senato.it/mandato/S_19_36408_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Lazio","LAZIO - U04 (ROMA: MUNICIPIO VII)",
"http://dati.senato.it/senatore/36013","Minasi","Tilde","http://dati.senato.it/mandato/S_19_36013_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Calabria","CALABRIA - U02 (REGGIO DI CALABRIA)",
"http://dati.senato.it/senatore/29138","Mirabelli","Franco","http://dati.senato.it/mandato/S_19_29138_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/23011","Misiani","Antonio","http://dati.senato.it/mandato/S_19_23011_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Lombardia","LOMBARDIA - U03 (MILANO: NIL 21 - BUENOS AIRES - VENEZIA)",
"http://dati.senato.it/senatore/28543","Monti","Mario","http://dati.senato.it/mandato/S_19_28543_1",19,2022-10-13,,"a vita, di nomina del Presidente della Repubblica",,,,
"http://dati.senato.it/senatore/32988","Morelli","Alessandro","http://dati.senato.it/mandato/S_19_32988_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/33110","Murelli","Elena","http://dati.senato.it/mandato/S_19_33110_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Emilia-Romagna","EMILIA-ROMAGNA - U01 (PARMA)",
"http://dati.senato.it/senatore/36409","Musolino","Dafne","http://dati.senato.it/mandato/S_19_36409_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Sicilia","SICILIA - U06 (MESSINA)",
"http://dati.senato.it/senatore/28306","Musumeci","Nello","http://dati.senato.it/mandato/S_19_28306_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Sicilia","SICILIA - U04 (CATANIA)",
"http://dati.senato.it/senatore/1672","Napolitano","Giorgio","http://dati.senato.it/mandato/S_19_1672_1",19,2022-10-13,2023-09-22,"di diritto e a vita, Presidente emerito della Repubblica",,,,"Deceduto"
"http://dati.senato.it/senatore/25446","Nastri","Gaetano","http://dati.senato.it/mandato/S_19_25446_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Piemonte","PIEMONTE - U03 (NOVARA)",
"http://dati.senato.it/senatore/32673","Naturale","Gisella","http://dati.senato.it/mandato/S_19_32673_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Puglia",,
"http://dati.senato.it/senatore/36410","Nave","Luigi","http://dati.senato.it/mandato/S_19_36410_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Campania",,
"http://dati.senato.it/senatore/36411","Nicita","Antonio","http://dati.senato.it/mandato/S_19_36411_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sicilia",,
"http://dati.senato.it/senatore/36412","Nocco","Vita Maria","http://dati.senato.it/mandato/S_19_36412_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Puglia","PUGLIA - U04 (TARANTO)",
"http://dati.senato.it/senatore/36413","Occhiuto","Mario","http://dati.senato.it/mandato/S_19_36413_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Calabria",,
"http://dati.senato.it/senatore/36414","Orsomarso","Fausto","http://dati.senato.it/mandato/S_19_36414_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Calabria",,
"http://dati.senato.it/senatore/32677","Ostellari","Andrea","http://dati.senato.it/mandato/S_19_32677_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Veneto",,
"http://dati.senato.it/senatore/34243","Paganella","Andrea","http://dati.senato.it/mandato/S_19_34243_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lazio",,
"http://dati.senato.it/senatore/33005","Paita","Raffaella","http://dati.senato.it/mandato/S_19_33005_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lazio",,
"http://dati.senato.it/senatore/4512","Paroli","Adriano","http://dati.senato.it/mandato/S_19_4512_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lombardia",,
"http://dati.senato.it/senatore/29521","Parrini","Dario","http://dati.senato.it/mandato/S_19_29521_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Toscana",,
"http://dati.senato.it/senatore/36415","Patton","Pietro","http://dati.senato.it/mandato/S_19_36415_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Trentino-Alto Adige","TRENTINO-ALTO ADIGE/SÜDTIROL - U01 (TRENTO)",
"http://dati.senato.it/senatore/32681","Patuanelli","Stefano","http://dati.senato.it/mandato/S_19_32681_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Lazio",,
"http://dati.senato.it/senatore/3900","Pera","Marcello","http://dati.senato.it/mandato/S_19_3900_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Sardegna","SARDEGNA - U02 (SASSARI)",
"http://dati.senato.it/senatore/25429","Petrenga","Giovanna","http://dati.senato.it/mandato/S_19_25429_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Campania","CAMPANIA - U01 (CASERTA)",
"http://dati.senato.it/senatore/36416","Petrucci","Simona","http://dati.senato.it/mandato/S_19_36416_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Toscana","TOSCANA - U01 (AREZZO)",
"http://dati.senato.it/senatore/30512","Piano","Renzo","http://dati.senato.it/mandato/S_19_30512_1",19,2022-10-13,,"a vita, di nomina del Presidente della Repubblica",,,,
"http://dati.senato.it/senatore/36417","Pirondini","Luca","http://dati.senato.it/mandato/S_19_36417_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Liguria",,
"http://dati.senato.it/senatore/18562","Pirovano","Daisy","http://dati.senato.it/mandato/S_19_18562_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Lombardia","LOMBARDIA - U07 (BERGAMO)",
"http://dati.senato.it/senatore/32691","Pirro","Elisa","http://dati.senato.it/mandato/S_19_32691_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Piemonte",,
"http://dati.senato.it/senatore/36441","Pogliese","Salvo","http://dati.senato.it/mandato/S_19_36441_1",19,2022-10-13,,"elettivo","Eletto proporzionale dalla XVIII legislatura","Sicilia",,
"http://dati.senato.it/senatore/33022","Potenti","Manfredi","http://dati.senato.it/mandato/S_19_33022_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Toscana","TOSCANA - U02 (LIVORNO)",
"http://dati.senato.it/senatore/32697","Pucciarelli","Stefania","http://dati.senato.it/mandato/S_19_32697_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Liguria","LIGURIA - U02 (LA SPEZIA)",
"http://dati.senato.it/senatore/36418","Rando","Vincenza","http://dati.senato.it/mandato/S_19_36418_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Emilia-Romagna","EMILIA-ROMAGNA - U02 (MODENA)",
"http://dati.senato.it/senatore/36419","Rapani","Ernesto","http://dati.senato.it/mandato/S_19_36419_1",19,2022-10-13,,"elettivo","Eletto uninominale dalla XVIII legislatura","Calabria","CALABRIA - U01 (CORIGLIANO-ROSSANO)",
